display_name,category,parent_brand,value_key,payer_id,notes
Maine Dental Service Corporation,Commercial,,maine-dental-service-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Managed Care of North America, Inc",Commercial,,managed-care-of-north-america-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Managed Dental Care of California,Commercial,,managed-dental-care-of-california,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Managed DentalGuard, Inc.",Commercial,,managed-dentalguard-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Managed DentalGuard,Inc.",Commercial,,managed-dentalguard-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Managed Health Network, A California Corporation",Commercial,Health Net (Centene),managed-health-network-a-california-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Managed Health Services Insurance Corporation,Commercial,,managed-health-services-insurance-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Martin Resource Management Corporation,Commercial,,martin-resource-management-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Martin's Point Generations Advantage,Medicare Advantage,,martin-s-point-generations-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Martin's Point Generations, LLC",Commercial,,martin-s-point-generations-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Martin's Super Markets Inc.,Commercial,,martin-s-super-markets-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mass Advantage,Medicare Advantage,,mass-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mass General Brigham Health Insurance Company,Commercial,,mass-general-brigham-health-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mass General Brigham Health Plan,Medicare Advantage,,mass-general-brigham-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mass General Brigham Health Plan Select, LLC",Commercial,,mass-general-brigham-health-plan-select-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mass General Brigham Health Plan, Inc",Commercial,,mass-general-brigham-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Massachusetts Institute of Technology,Commercial,,massachusetts-institute-of-technology,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MasterCraft Boat Company,Commercial,,mastercraft-boat-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Matthew Thornton Health Plan, Inc.",Commercial,,matthew-thornton-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Matthew Thornton Hlth Plan(Anthem BCBS),Commercial,Anthem Blue Cross Blue Shield,matthew-thornton-hlth-plan-anthem-bcbs,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
McGregor PACE,Medicare Advantage,,mcgregor-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
McLaren Health Plan,Commercial,,mclaren-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
McLaren Health Plan Community,Commercial,,mclaren-health-plan-community,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
McLaren Health Plan Insurance Company,Commercial,,mclaren-health-plan-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
McLaren Medicare,Medicare Advantage,Medicare,mclaren-medicare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Meadow Valley Contractors, Inc.",Commercial,,meadow-valley-contractors-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"MedAssets Services, LLC",Commercial,,medassets-services-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"MedCost Benefit Services, LLC",Commercial,,medcost-benefit-services-llc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MedMutual Life Insurance Company,Commercial,,medmutual-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medi-Excel,Commercial,,medi-excel,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MediGold,Medicare Advantage,,medigold,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica,Medicare Advantage,,medica,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Central Health Plan,Commercial,,medica-central-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Central Insurance Company,Commercial,,medica-central-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Community Health Plan,Commercial,,medica-community-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Health Plans,Commercial,,medica-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Medica Health Plans of Florida, Inc",Commercial,,medica-health-plans-of-florida-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Health Plans of Wisconsin,Commercial,,medica-health-plans-of-wisconsin,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medica Insurance Company,Commercial,,medica-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Associates Clinic Health Plan of Wisconsin,Medicare Advantage,,medical-associates-clinic-health-plan-of-wisconsin,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Medical Associates Health Plan, Inc",Commercial,,medical-associates-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Medical Associates Health Plan, Inc.",Medicare Advantage,,medical-associates-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Associates Health Plans,Commercial,,medical-associates-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Benefits Mutual Life Insurance,Commercial,,medical-benefits-mutual-life-insurance,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Benefits Mutual Life Insurance Co.,Commercial,,medical-benefits-mutual-life-insurance-co,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Health Insuring Corp. of Ohio,Commercial,,medical-health-insuring-corp-of-ohio,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Mutual of Ohio,Medicare Advantage,,medical-mutual-of-ohio,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Mutual of Ohio,Commercial,,medical-mutual-of-ohio,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medical Services of America,Commercial,,medical-services-of-america,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medicare y Mucho Mas (MMM),Medicare Advantage,Medicare,medicare-y-mucho-mas-mmm,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Medicare's Limited Income NET Program,Medicare Advantage,Medicare,medicare-s-limited-income-net-program,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MedicareBlue Rx,Medicare Advantage,Medicare,medicareblue-rx,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Melaleuca, Inc.",Commercial,,melaleuca-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Memorial Hermann Commercial Health Plan,Commercial,,memorial-hermann-commercial-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Memorial Hermann Health Insurance Company, Inc.",Commercial,,memorial-hermann-health-insurance-company-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Memorial Hermann Health Plan,Medicare Advantage,,memorial-hermann-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Memorial Hermann Health Plan, Inc",Commercial,,memorial-hermann-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mennonite General Hospital, Inc",Commercial,,mennonite-general-hospital-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mercy Care Advantage,Medicare Advantage,,mercy-care-advantage,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mercy Health Plans,Commercial,,mercy-health-plans,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mercy Health Plans of Missouri, Inc.",Commercial,,mercy-health-plans-of-missouri-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mercy LIFE,Medicare Advantage,,mercy-life,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mercy LIFE - West Philadelphia,Medicare Advantage,,mercy-life-west-philadelphia,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mercy LIFE of Alabama,Medicare Advantage,,mercy-life-of-alabama,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"MercyCare HMO, Inc.",Commercial,,mercycare-hmo-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MercyCare Insurance Company,Commercial,,mercycare-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Meridian Health Plan of Michigan, Inc.",Commercial,,meridian-health-plan-of-michigan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Meridian Medicare-Medicaid Plan (MMP),Medicare Advantage,Medicaid,meridian-medicare-medicaid-plan-mmp,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MeridianComplete (Medicare-Medicaid Plan),Medicare Advantage,Medicaid,meridiancomplete-medicare-medicaid-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Meritus Health Partners,Commercial,,meritus-health-partners,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Meritus Mutual Health Partners,Commercial,,meritus-mutual-health-partners,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mesa Industries, Inc.",Commercial,,mesa-industries-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"MetLife Health Plans, Inc., a Delaware Corporation",Commercial,,metlife-health-plans-inc-a-delaware-corporation,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MetLife Insurance Company of Connecticut,Commercial,,metlife-insurance-company-of-connecticut,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Metcalf Bank,Commercial,,metcalf-bank,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MetroPlus Health Plan,Commercial,,metroplus-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
MetroPlus Health Plan,Medicare Advantage,,metroplus-health-plan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Metropolitan Life Insurance Company,Commercial,,metropolitan-life-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Metropolitan School District of Lawrence Township,Commercial,,metropolitan-school-district-of-lawrence-township,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Michigan Planners Inc,Commercial,,michigan-planners-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mid Rogue Health Plan, Inc.",Commercial,,mid-rogue-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mid-Columbia Medical Center,Commercial,,mid-columbia-medical-center,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mid-Valley IPA Employee Benefit Trust,Commercial,,mid-valley-ipa-employee-benefit-trust,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mid-West National Life Insurance Company of Tennes,Commercial,,mid-west-national-life-insurance-company-of-tennes,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Mid-West National Life Insurance Company of Tennessee,Commercial,,mid-west-national-life-insurance-company-of-tennessee,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Midland Care PACE,Medicare Advantage,,midland-care-pace,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Midwest Rubber Company,Commercial,,midwest-rubber-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Minuteman Health, Inc",Commercial,,minuteman-health-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Minuteman Insurance Company,Commercial,,minuteman-insurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Missouri Care, Inc.",Commercial,,missouri-care-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mitsubishi Motors North America, Inc-Manufacturing",Commercial,,mitsubishi-motors-north-america-inc-manufacturing,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Mitsui & Co. (U.S.A.), Inc.",Commercial,,mitsui-and-co-u-s-a-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Moda Assurance Company,Commercial,,moda-assurance-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Moda Health Plan, Inc",Commercial,,moda-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Moda Health Plan, Inc.",Medicare Advantage,,moda-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Moda Health Plan, Inc.",Commercial,,moda-health-plan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Modine Manufacturing Company,Commercial,,modine-manufacturing-company,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Molina Healthcare,Medicare Advantage,Molina Healthcare,molina-healthcare,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Molina Healthcare of Arizona,Medicare Advantage,Molina Healthcare,molina-healthcare-of-arizona,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Molina Healthcare of California,Medicare Advantage,Molina Healthcare,molina-healthcare-of-california,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Molina Healthcare of Florida, Inc",Commercial,Molina Healthcare,molina-healthcare-of-florida-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Molina Healthcare of Illinois,Medicare Advantage,Molina Healthcare,molina-healthcare-of-illinois,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Molina Healthcare of Illinois, Inc.",Commercial,Molina Healthcare,molina-healthcare-of-illinois-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Molina Healthcare of Kentucky, Inc.",Commercial,Molina Healthcare,molina-healthcare-of-kentucky-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
Molina Healthcare of Michigan,Medicare Advantage,Molina Healthcare,molina-healthcare-of-michigan,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Molina Healthcare of Michigan, Inc.",Commercial,Molina Healthcare,molina-healthcare-of-michigan-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
"Molina Healthcare of Mississippi, Inc",Commercial,Molina Healthcare,molina-healthcare-of-mississippi-inc,,Source: CMS list provided; payer IDs vary by clearinghouse/plan.
